Unnamed: 0,STT,Mã,Tên công ty,Sàn,Ngành ICB - cấp 1,Ngành ICB - cấp 2,Ngành ICB - cấp 3,Ngành ICB - cấp 4,Quý,Năm,Trạng thái kiểm toán,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu thuần,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,Doanh thu hoạt động tài chính,Chi phí tài chính,Trong đó: Chi phí lãi vay,Lãi/lỗ từ công ty liên doanh,Chi phí bán hàng,Chi phí quản lý doanh  nghiệp,Lợi nhuận thuần từ hoạt động kinh doanh,Lợi nhuận khác,Lãi/ lỗ từ công ty liên doanh (trước 2015),Tổng lợi nhuận kế toán trước thuế,Chi phí thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi ích của cổ đông thiểu số,Cổ đông của Công ty mẹ,Lãi cơ bản trên cổ phiếu
5,1,A32,Công ty 32,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Giầy dép,5.0,2020.0,Đã kiểm toán,728582496415.0,728581046415.0,79596121017.0,9381676739.0,-924890156.0,0.0,0.0,-5218939576.0,-32226921969.0,50607046055.0,-23968920.0,0.0,50583077135.0,-8476049967.0,42107027168.0,0.0,42107027168.0,5604.0
5,1,A32,Công ty 32,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Giầy dép,5.0,2021.0,Đã kiểm toán,650148136248.0,650148136248.0,71416360991.0,7638558828.0,-406023529.0,0.0,0.0,-4750944770.0,-33817431627.0,40080519893.0,1669476035.0,0.0,41749995928.0,-7140739186.0,34609256742.0,0.0,34609256742.0,4134.0
5,1,A32,Công ty 32,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Giầy dép,5.0,2022.0,Đã kiểm toán,719280459321.0,719280459321.0,93373883385.0,13562826157.0,-1296492589.0,0.0,0.0,-5894142351.0,-56306851021.0,43439223581.0,413151019.0,0.0,43852374600.0,-7185641155.0,36666733445.0,0.0,36666733445.0,4289.0
5,1,A32,Công ty 32,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Giầy dép,5.0,2023.0,Đã kiểm toán,719516620989.0,719516620989.0,83084840309.0,14009961405.0,-145074523.0,0.0,0.0,-5331702637.0,-44306626843.0,47311397711.0,-455447985.0,0.0,46855949726.0,-7226764138.0,39629185588.0,0.0,39629185588.0,4725.0
5,1,A32,Công ty 32,UPCoM,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Giầy dép,,,,,,,,,,,,,,,,,,,,,
5,2,AAA,An Phát Bioplastics,HOSE,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",5.0,2020.0,Chưa kiểm toán,7438249657913.0,7428557015044.0,776935221364.0,168671082125.0,-228577022279.0,-201246469116.0,16704296145.0,-255844520030.0,-166965892910.0,310923164415.0,7825352131.0,0.0,318748516546.0,-35575705867.0,283172810679.0,20931991942.0,262240818737.0,1310.0
5,2,AAA,An Phát Bioplastics,HOSE,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",5.0,2021.0,Chưa kiểm toán,13154009928330.0,13143109864001.0,1301375383462.0,213876129052.0,-199733463745.0,-151665660549.0,22873141538.0,-738538104564.0,-194751557339.0,405101528404.0,-7233476408.0,0.0,397868051996.0,-73725027577.0,324143024419.0,33902012122.0,290241012297.0,813.0
5,2,AAA,An Phát Bioplastics,HOSE,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",5.0,2022.0,Chưa kiểm toán,15314698238896.0,15290297073087.0,1086239883713.0,214482862553.0,-257402705272.0,-173679772675.0,57678939569.0,-666097260650.0,-247607549844.0,187294170069.0,-1228058366.0,0.0,186066111703.0,-68774843766.0,117291267937.0,-35308063779.0,152599331716.0,433.0
5,2,AAA,An Phát Bioplastics,HOSE,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",5.0,2023.0,Đã kiểm toán,12628191473898.0,12621514144947.0,1108693322770.0,242681115061.0,-239294342399.0,-190476045845.0,52941132765.0,-511055878824.0,-285281847427.0,368683501946.0,9212053003.0,0.0,377895554949.0,-68701731815.0,309193823134.0,19783274450.0,289410548684.0,757.0
5,2,AAA,An Phát Bioplastics,HOSE,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",5.0,2024.0,Chưa kiểm toán,12787838156129.0,12782355466948.0,1488874039290.0,271169064351.0,-209308504318.0,-159531127377.0,56719757316.0,-721559435098.0,-475034419299.0,410860502242.0,-2930797432.0,0.0,407929704810.0,-97802812463.0,310126892347.0,-51706773005.0,361833665352.0,0.0
5,3,AAH,Than Hợp Nhất,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai thác Than,5.0,2023.0,Đã kiểm toán,232366388430.0,232366388430.0,37840571153.0,7321799769.0,-2460598527.0,-2460598527.0,0.0,-5822887280.0,-20032584472.0,16846300643.0,-1642189889.0,0.0,15204110754.0,-3562218132.0,11641892622.0,0.0,11641892622.0,99.0
5,3,AAH,Than Hợp Nhất,UPCoM,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai thác Than,5.0,2024.0,Chưa kiểm toán,1172284664472.0,1171901547172.0,50413302276.0,7733447842.0,-2731339625.0,-2731339625.0,0.0,-4554114723.0,-14197901944.0,36663393826.0,-10639608218.0,0.0,26023785608.0,-8197598369.0,17826187239.0,0.0,17826187239.0,151.0
5,4,AAM,Thủy sản Mekong,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,5.0,2020.0,Chưa kiểm toán,122651245150.0,120886522630.0,146997282.0,3002310313.0,-225236031.0,-215894445.0,0.0,-8182671805.0,-7866720432.0,-13125320673.0,1129995508.0,0.0,-11995325165.0,27979306.0,-11967345859.0,0.0,-11967345859.0,-1145.0
5,4,AAM,Thủy sản Mekong,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,5.0,2021.0,Chưa kiểm toán,134110305244.0,134110305244.0,7471858946.0,4419482077.0,-207910426.0,-99939316.0,0.0,-6242311631.0,-6424610723.0,-983491757.0,1211072111.0,0.0,227580354.0,-2070343.0,225510011.0,0.0,225510011.0,22.0
5,4,AAM,Thủy sản Mekong,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,5.0,2022.0,Chưa kiểm toán,212007837549.0,212007837549.0,27260932483.0,5286375086.0,-225882888.0,0.0,0.0,-12763496085.0,-7558596102.0,11999332494.0,5876534323.0,0.0,17875866817.0,-976110483.0,16899756334.0,0.0,16899756334.0,1455.0
5,4,AAM,Thủy sản Mekong,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,5.0,2023.0,Đã kiểm toán,139259201598.0,136763342398.0,901585272.0,4864230762.0,-114166525.0,0.0,0.0,-3971638521.0,-6001675362.0,-4321664374.0,5119090226.0,0.0,797425852.0,-94274967.0,703150885.0,0.0,703150885.0,40.0
5,4,AAM,Thủy sản Mekong,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,5.0,2024.0,Chưa kiểm toán,153483344374.0,153483344374.0,4359664475.0,3302432549.0,-511785674.0,0.0,0.0,-6104094639.0,-4772225033.0,-3726008322.0,-2577928426.0,0.0,-6303936748.0,-8431916.0,-6312368664.0,0.0,-6312368664.0,-604.0
5,5,AAS,Chứng khoán SmartInvest,UPCoM,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5.0,2020.0,Chưa kiểm toán,,503367977661.0,11181534853.0,284636274.0,-1694924312.0,-1694924312.0,0.0,0.0,-6473483318.0,3297763497.0,1017175805.0,0.0,4314939302.0,-991840985.0,3323098317.0,0.0,3323098317.0,0.0
5,5,AAS,Chứng khoán SmartInvest,UPCoM,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5.0,2021.0,Chưa kiểm toán,,958499341053.0,488144832377.0,419398628.0,-2490223596.0,-2490223596.0,0.0,0.0,-13767647915.0,472306359494.0,-269006916.0,0.0,472037352578.0,-94340512119.0,377696840459.0,0.0,377696840459.0,7088.0
5,5,AAS,Chứng khoán SmartInvest,UPCoM,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5.0,2022.0,Chưa kiểm toán,,1226588290017.0,430571278765.0,938700528.0,-17115274456.0,-16928636650.0,0.0,0.0,-25817313431.0,388577391406.0,10542277916.0,0.0,399119669322.0,-80211974130.0,318907695192.0,0.0,318907695192.0,3986.0
5,5,AAS,Chứng khoán SmartInvest,UPCoM,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5.0,2023.0,Đã kiểm toán,,656522206728.0,182397667775.0,399650208.0,-50269336627.0,-50269336627.0,0.0,0.0,-28983962616.0,103544018740.0,5736360158.0,0.0,109280378898.0,-22341338677.0,86939040221.0,0.0,86939040221.0,760.0
5,5,AAS,Chứng khoán SmartInvest,UPCoM,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5.0,2024.0,Chưa kiểm toán,,409538425164.0,247148422547.0,371148474.0,-106480314952.0,-106480314952.0,0.0,0.0,-31236496845.0,109802759224.0,-7276858327.0,0.0,102525900897.0,-22624291964.0,79901608933.0,0.0,79901608933.0,347.0
5,6,AAT,Tập đoàn Tiên Sơn Thanh Hóa,HOSE,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,5.0,2020.0,Đã kiểm toán,287098931865.0,287098931865.0,36097218110.0,415189461.0,-10839135730.0,-10545780722.0,0.0,-2568852966.0,-9695885090.0,13408533785.0,5221578396.0,0.0,18630112181.0,-4591644389.0,14038467792.0,0.0,14038467792.0,403.0
5,6,AAT,Tập đoàn Tiên Sơn Thanh Hóa,HOSE,Thực ,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,5.0,2021.0,Đã kiểm toán,473174997084.0,473174997084.0,57941255766.0,1103229507.0,-10628628929.0,-10174216357.0,0.0,-2161163311.0,-13202814249.0,33051878784.0,3646692313.0,0.0,36698571097.0,-7884914838.0,28813656259.0,0.0,28813656259.0,802.0
5,6,AAT,Tập đoàn Tiên Sơn Thanh Hóa,HOSE,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,5.0,2022.0,Đã kiểm toán,961625809112.0,961625809112.0,152762877191.0,205584473.0,-21009080819.0,-19228404889.0,0.0,-2492847148.0,-16999024767.0,112467508930.0,-448246212.0,0.0,112019262718.0,-22991126454.0,89028136264.0,0.0,89028136264.0,1395.0
5,6,AAT,Tập đoàn Tiên Sơn Thanh Hóa,HOSE,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,5.0,2023.0,Đã kiểm toán,599354540320.0,599354540320.0,47121459964.0,2498754473.0,-25588238928.0,-23346940499.0,0.0,-5839595312.0,-11683135646.0,6509244551.0,-6840205948.0,0.0,-330961397.0,-2135614902.0,-2466576299.0,0.0,-2466576299.0,-35.0
5,6,AAT,Tập đoàn Tiên Sơn Thanh Hóa,HOSE,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,5.0,2024.0,Chưa kiểm toán,582832152244.0,582832152244.0,54958501990.0,5065670281.0,-21391907415.0,-11611622566.0,0.0,-9928549781.0,-28666916135.0,36798940.0,3341735808.0,0.0,3378534748.0,-3823949670.0,-445414922.0,68487842.0,-513902764.0,-62.0
5,7,AAV,Việt Tiên Sơn Địa ốc,HNX,Tài chính,Bất động sản,Bất động sản,Bất động sản,5.0,2020.0,Chưa kiểm toán,323663812902.0,323656900902.0,31718249909.0,13816063231.0,-4372532123.0,-4372505807.0,0.0,-521050962.0,-22298065284.0,18342664771.0,-573784318.0,0.0,17768880453.0,-3386588439.0,14382292014.0,1039790427.0,13342501587.0,419.0
5,7,AAV,Việt Tiên Sơn Địa ốc,HNX,Tài chính,Bất động sản,Bất động sản,Bất động sản,5.0,2021.0,Chưa kiểm toán,500844443428.0,500844443428.0,50961466996.0,4705364373.0,-3278915163.0,-3278915163.0,0.0,-531014951.0,-12556908501.0,39299992754.0,-733770386.0,0.0,38566222368.0,-8392574161.0,30173648207.0,5094167773.0,25079480434.0,696.0
5,7,AAV,Việt Tiên Sơn Địa ốc,HNX,Tài chính,Bất động sản,Bất động sản,Bất động sản,5.0,2022.0,Chưa kiểm toán,496455980482.0,496455980482.0,39948163620.0,1946085812.0,-6675069808.0,-6675069808.0,0.0,-1718178.0,-28273788065.0,6943673381.0,-11570960.0,0.0,6932102421.0,-3415646083.0,3516456338.0,2008482936.0,1507973402.0,22.0
5,7,AAV,Việt Tiên Sơn Địa ốc,HNX,Tài chính,Bất động sản,Bất động sản,Bất động sản,5.0,2023.0,Đã kiểm toán,73112403857.0,73112403857.0,3214495149.0,3119984002.0,-5264603024.0,-5264448534.0,0.0,-1226760920.0,-17718007120.0,-17874891913.0,823199074.0,0.0,-17051692839.0,-276386502.0,-17328079341.0,-391371915.0,-16936707426.0,-252.0
5,7,AAV,Việt Tiên Sơn Địa ốc,HNX,Tài chính,Bất động sản,Bất động sản,Bất động sản,5.0,2024.0,Chưa kiểm toán,38485998242.0,38485998242.0,-92032770.0,4098278812.0,-312376292.0,-312376292.0,0.0,-1456593504.0,-15530722583.0,-13293446337.0,-347010733.0,0.0,-13640457070.0,0.0,-13640457070.0,-1692556970.0,-11947900100.0,-173.0
5,8,ABA,Giải pháp Thương mại A BA,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,5.0,2023.0,Đã kiểm toán,327119672196.0,327119672196.0,42309969606.0,633554266.0,-58591937290.0,-38738573674.0,0.0,-4889226864.0,-35382772047.0,-55920412329.0,-3061930828.0,0.0,-58982343157.0,-127584786.0,-59109927943.0,-1527576959.0,-57582350984.0,-3792.0
5,8,ABA,Giải pháp Thương mại A BA,UPCoM,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,5.0,2024.0,Chưa kiểm toán,380088741433.0,380088741433.0,44459084581.0,169057742.0,-63726773238.0,-63726773238.0,0.0,-7028345615.0,-33915943820.0,-60042920350.0,-10613492965.0,0.0,-70656413315.0,-182042786.0,-70838456101.0,-1791151293.0,-69047304808.0,-4646.0
5,9,ABB,Ngân hàng An Bình,UPCoM,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,5.0,2020.0,Đã kiểm toán,,,,,,,,,,,,0.0,1403197000000.0,-285540000000.0,1117657000000.0,0.0,1117657000000.0,1956.0
5,9,ABB,Ngân hàng An Bình,UPCoM,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,5.0,2021.0,Đã kiểm toán,,,,,,,,,,,,0.0,1958809000000.0,-398831000000.0,1559978000000.0,0.0,1559978000000.0,2694.0
5,9,ABB,Ngân hàng An Bình,UPCoM,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,5.0,2022.0,Đã kiểm toán,,,,,,,,,,,,0.0,1702405000000.0,-345675000000.0,1356730000000.0,0.0,1356730000000.0,1442.0
5,9,ABB,Ngân hàng An Bình,UPCoM,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,5.0,2023.0,Đã kiểm toán,,,,,,,,,,,,0.0,584044000000.0,-130542000000.0,453502000000.0,0.0,453502000000.0,438.0
5,9,ABB,Ngân hàng An Bình,UPCoM,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,5.0,2024.0,Chưa kiểm toán,,,,,,,,,,,,0.0,794660000000.0,-183887000000.0,610773000000.0,0.0,610773000000.0,0.0
5,10,ABC,Truyền thông VMG,UPCoM,Viễn thông,Viễn thông,Viễn thông di động,Viễn thông di động,5.0,2020.0,Chưa kiểm toán,3373090725701.0,3371336101295.0,77216897272.0,27016729374.0,-7697882924.0,-4825816018.0,-732176557.0,-15344028906.0,-245995921208.0,-165536382949.0,-2667842002.0,0.0,-168204224951.0,-9300686839.0,-177504911790.0,3946218182.0,-181451129972.0,-8899.0
5,10,ABC,Truyền thông VMG,UPCoM,Viễn thông,Viễn thông,Viễn thông di động,Viễn thông di động,5.0,2021.0,Chưa kiểm toán,1525844516284.0,1525530077939.0,59401520465.0,21732996312.0,-13159787636.0,-8151168030.0,2465571712.0,-3759169571.0,-649861987368.0,-583180856086.0,695682188.0,0.0,-582485173898.0,-7467829762.0,-589953003660.0,-3002388250.0,-586950615410.0,-28788.0
5,10,ABC,Truyền thông VMG,UPCoM,Viễn thông,Viễn thông,Viễn thông di động,Viễn thông di động,5.0,2022.0,Chưa kiểm toán,1387889621413.0,1387889621413.0,102795070315.0,28085262193.0,-6173188659.0,-5805449235.0,143362186.0,-1481429428.0,666448381018.0,789817457625.0,1344726753.0,0.0,791162184378.0,-13318001216.0,777844183162.0,128681511.0,777715501651.0,38144.0
5,10,ABC,Truyền thông VMG,UPCoM,Viễn thông,Viễn thông,Viễn thông di động,Viễn thông di động,5.0,2023.0,Đã kiểm toán,1078709786616.99,1078709786616.99,-1837338406.0,32414684521.0,-2606935012.0,-3453700514.0,0.0,-313472567.0,-1639975850.0,26016962686.0,1470318802.0,0.0,27487281488.0,-1163033389.0,26324248099.0,0.0,26324248099.0,1291.0
5,10,ABC,Truyền thông VMG,UPCoM,Viễn thông,Viễn thông,Viễn thông di động,Viễn thông di động,5.0,2024.0,Chưa kiểm toán,1147297263317.0,1146997928816.0,1007672064.0,46302828599.0,-4598813895.0,-3968106802.0,0.0,-2668340818.0,-21554070165.0,18489275785.0,-22160151.0,0.0,18467115634.0,-3985163685.0,14481951949.0,0.0,14481951949.0,710.0
5,11,ABI,BH NH Nông Nghiệp,UPCoM,Tài chính,Bảo hiểm,Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,5.0,2020.0,Đã kiểm toán,1779150452867.0,1701650461058.0,710350250886.0,137694852955.0,-105357132.0,,0.0,0.0,-483123042323.0,227227208563.0,1582237553.0,0.0,366398941939.0,-73379018089.0,293019923850.0,0.0,293019923850.0,7953.0
5,11,ABI,BH NH Nông Nghiệp,UPCoM,Tài chính,Bảo hiểm,Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,5.0,2021.0,Đã kiểm toán,1882778274723.0,1798652767423.0,684680637482.0,124883963987.0,-31506824.0,,0.0,0.0,-469435540352.0,215245097130.0,656414901.0,0.0,340753969194.0,-68231798201.0,272522170993.0,0.0,272522170993.0,4876.0
5,11,ABI,BH NH Nông Nghiệp,UPCoM,Tài chính,Bảo hiểm,Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,5.0,2022.0,Đã kiểm toán,2044429167086.0,1926360020098.0,602942344910.0,132027280499.0,-27976473.0,,0.0,0.0,-458671912948.0,144270431962.0,192724399.0,0.0,276462460387.0,-54664022330.0,221798438057.0,0.0,221798438057.0,3146.0
5,11,ABI,BH NH Nông Nghiệp,UPCoM,Tài chính,Bảo hiểm,Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,5.0,2023.0,Đã kiểm toán,2174962031179.0,2018415582464.0,716933285840.0,172570826907.0,-33131920.0,,0.0,0.0,-581251184566.0,135682101274.0,-153172972.0,0.0,308066623289.0,-61754462413.0,246312160876.0,0.0,246312160876.0,2667.0
5,11,ABI,BH NH Nông Nghiệp,UPCoM,Tài chính,Bảo hiểm,Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,5.0,2024.0,Chưa kiểm toán,2392214851354.0,2153284689756.0,694430340705.0,149934837164.0,-110810581.0,,0.0,0.0,-588722150970.0,105708189735.0,612088580.0,0.0,256144304898.0,-51427157920.0,204717146978.0,0.0,204717146978.0,0.0
5,12,ABR,Đầu tư Nhãn Hiệu Việt,HOSE,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD,5.0,2020.0,Chưa kiểm toán,98258258741.0,98258258741.0,52744576822.0,7027058324.0,-5292322.0,0.0,0.0,-8332551198.0,-21732837251.0,29700954375.0,702894783.0,0.0,30403849158.0,-5675212766.0,24728636392.0,0.0,24728636392.0,1236.0
5,12,ABR,Đầu tư Nhãn Hiệu Việt,HOSE,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD,5.0,2021.0,Chưa kiểm toán,91154043167.0,91154043167.0,44483830851.0,6339716436.0,-2365839.0,0.0,0.0,-5551761617.0,-22096806925.0,23172612906.0,298154785.0,0.0,23470767691.0,-4146025126.0,19324742565.0,0.0,19324742565.0,966.0
5,12,ABR,Đầu tư Nhãn Hiệu Việt,HOSE,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD,5.0,2022.0,Chưa kiểm toán,104178591209.0,104178591209.0,53096042917.0,10140720661.0,-117581159.0,0.0,0.0,-5161635756.0,-19684954719.0,38272591944.0,281006107.0,0.0,38553598051.0,-9162851595.0,29390746456.0,0.0,29390746456.0,1470.0
5,12,ABR,Đầu tư Nhãn Hiệu Việt,HOSE,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD,5.0,2023.0,Đã kiểm toán,53676044563.0,53676044563.0,33262134698.0,21640541369.0,-305218180.0,0.0,0.0,-2417763340.0,-22725236220.0,29454458327.0,11442930053.0,0.0,40897388380.0,-9914983165.0,30982405215.0,0.0,30982405215.0,1549.0
5,12,ABR,Đầu tư Nhãn Hiệu Việt,HOSE,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD,5.0,2024.0,Chưa kiểm toán,26703698429.0,26703698429.0,21460359350.0,16264451768.0,-313771105.0,0.0,0.0,-18223806.0,-10984787856.0,26408028351.0,-126420999.0,0.0,26281607352.0,-8322426872.0,17959180480.0,0.0,17959180480.0,898.0
5,13,ABS,DV Nông nghiệp Bình Thuận,HOSE,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,5.0,2020.0,Đã kiểm toán,1103996073104.0,1103963430657.0,83983363806.0,339707902.0,-8135932745.0,-8135932745.0,0.0,-8044270063.0,-9014558649.0,59128310251.0,1018410504.0,0.0,60146720755.0,-12237053281.0,47909667474.0,0.0,47909667474.0,1280.0
5,13,ABS,DV Nông nghiệp Bình Thuận,HOSE,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,5.0,2021.0,Đã kiểm toán,1198699189061.0,1198652069061.0,58431462035.0,72853683993.0,-33498921727.0,-33363592601.0,0.0,-6787143285.0,-8972183476.0,82026897540.0,-38143645.0,0.0,81988753895.0,-16636808275.0,65351945620.0,0.0,65351945620.0,788.0
5,13,ABS,DV Nông nghiệp Bình Thuận,HOSE,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,5.0,2022.0,Chưa kiểm toán,1605396430616.0,1605336430616.0,87751610949.0,12275233468.0,-44263638100.0,-44261733419.0,0.0,-6051108067.0,-14031541636.0,35680556614.0,-1809253534.0,0.0,33871303080.0,-11331611836.0,22539691244.0,0.0,22539691244.0,268.0
5,13,ABS,DV Nông nghiệp Bình Thuận,HOSE,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",5.0,2023.0,Đã kiểm toán,1025222515712.0,1025222515712.0,38697973956.0,104657853165.0,-76016484354.0,-76015457355.0,0.0,-5852109940.0,-38766279452.0,22720953375.0,-487806475.0,0.0,22233146900.0,-13946137229.0,8287009671.0,0.0,8287009671.0,98.0
5,13,ABS,DV Nông nghiệp Bình Thuận,HOSE,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",5.0,2024.0,Chưa kiểm toán,396140857414.0,396140857414.0,6291310700.0,28359327129.0,-36445218633.0,-36444042410.0,0.0,-4916646043.0,18241261841.0,11530034994.0,-1957118973.0,0.0,9572916021.0,-7013514880.0,2559401141.0,0.0,2559401141.0,32.0
5,14,ABT,Thủy sản Bến Tre,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,5.0,2020.0,Chưa kiểm toán,331313624769.0,318110066173.0,37125898759.0,11164165362.0,-4147116425.0,-2918020521.0,0.0,-17811678237.0,-11063570679.0,15267698780.0,1097561286.0,0.0,16365260066.0,-2077206509.0,14288053557.0,0.0,13850533114.0,1243.0
5,14,ABT,Thủy sản Bến Tre,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,5.0,2021.0,Chưa kiểm toán,343461764566.0,341647434418.0,64776903189.0,19862856484.0,-4113160778.0,-2063842024.0,0.0,-33913210227.0,-11140817398.0,35472571270.0,906134992.0,0.0,36378706262.0,-2585497468.0,33793208794.0,0.0,33793208794.0,2726.0
5,14,ABT,Thủy sản Bến Tre,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,5.0,2022.0,Chưa kiểm toán,617431964793.0,616639119539.0,116775945460.0,26927286256.0,-12296370319.0,-3206042792.0,0.0,-46048809483.0,-15289588029.0,70068463885.0,-80192766.0,0.0,69988271119.0,-5699169886.0,64289101233.0,0.0,64289101233.0,5513.0
5,14,ABT,Thủy sản Bến Tre,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,5.0,2023.0,Đã kiểm toán,532793012065.0,532664144385.0,83591327478.0,30994469349.0,-8177937085.0,-4899911457.0,0.0,-17661570715.0,-18480972114.0,70265316913.0,179696552.0,0.0,70445013465.0,-6573419484.0,63871593981.0,0.0,63871593981.0,4900.0
5,14,ABT,Thủy sản Bến Tre,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,5.0,2024.0,Chưa kiểm toán,574212515281.0,574119095281.0,107555717064.0,31864223229.0,-5719131867.0,-3770065622.0,0.0,-23118124999.0,-19519506576.0,91063176851.0,213762172.0,0.0,91276939023.0,-9520886456.0,81756052567.0,0.0,81756052567.0,6942.0
5,15,ABW,Chứng khoán An Bình,UPCoM,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5.0,2020.0,Chưa kiểm toán,,157497866087.0,82335173404.0,5486.0,-57608.0,0.0,0.0,0.0,-42228619597.0,40106501685.0,-105569967.0,0.0,40000931718.0,-5765677504.0,34235254214.0,0.0,34235254214.0,862.0
5,15,ABW,Chứng khoán An Bình,UPCoM,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,5.0,2021.0,Chưa kiểm toán,,401288878849.0,215939432409.0,0.0,-11188191407.0,-11188136775.0,0.0,0.0,-72045754342.0,132705486660.0,101827637.0,0.0,132807314297.0,-27721557062.0,105085757235.0,0.0,105085757235.0,1663.0
